Depth (cm),Age (kyr BP),Density (g/cc),Fractional porosity,Density (g/cc).1,Dry bulk density,sedimentation rate,MAR(mg/cm²/yr)
2259,25.8405,1.7417,0.5848,1.7417,0.72315384,156,112.811999
2260,25.85,1.6681,0.6275,1.6681,0.62136725,156,96.933291
2261,25.86,1.6759,0.623,1.6759,0.6318143,156,98.5630308
2262,25.87,1.6832,0.6188,1.6832,0.64163584,156,100.095191
2263,25.88,1.7089,0.6039,1.7089,0.67689529,156,105.5956652
2264,25.8895,1.7247,0.5947,1.7247,0.69902091,156,109.047262
2265,25.8995,1.7407,0.5854,1.7407,0.72169422,156,112.5842983
2266,25.9095,1.726,0.594,1.726,0.700756,156,109.317936
2269,25.9395,1.741,0.5852,1.741,0.7221668,156,112.6580208
2270,25.9495,1.7528,0.5784,1.7528,0.73898048,156,115.2809549
2271,25.9595,1.7236,0.5954,1.7236,0.69736856,156,108.7894954
2272,25.9695,1.7331,0.5898,1.7331,0.71091762,156,110.9031487
2273,25.979,1.7085,0.6041,1.7085,0.67639515,156,105.5176434
2274,25.989,1.6924,0.6135,1.6924,0.6541126,156,102.0415656
2275,25.999,1.7036,0.6069,1.7036,0.66968516,156,104.470885
2276,26.0095,1.7283,0.5927,1.7283,0.70393659,156,109.814108
2277,26.019,1.7541,0.5777,1.7541,0.74075643,156,115.5580031
2278,26.029,1.7305,0.5914,1.7305,0.7070823,156,110.3048388
2279,26.039,1.7456,0.5826,1.7456,0.72861344,156,113.6636966
2280,26.049,1.7515,0.5792,1.7515,0.7370312,156,114.9768672
2281,26.059,1.7574,0.5757,1.7574,0.74566482,156,116.3237119
2282,26.0685,1.7401,0.5858,1.7401,0.72074942,156,112.4369095
2283,26.0785,1.7479,0.5813,1.7479,0.73184573,156,114.1679339
2284,26.089,1.7381,0.5869,1.7381,0.71800911,156,112.0094212
2285,26.099,1.7474,0.5815,1.7474,0.7312869,156,114.0807564
2286,26.1085,1.7353,0.5886,1.7353,0.71390242,156,111.3687775
2287,26.1185,1.7972,0.5526,1.7972,0.80406728,156,125.4344957
2288,26.1285,1.7726,0.5669,1.7726,0.76771306,156,119.7632374
2289,26.1385,1.7768,0.5645,1.7768,0.7737964,156,120.7122384
2290,26.1485,1.7775,0.5641,1.7775,0.77481225,156,120.870711
2291,26.158,1.7249,0.5946,1.7249,0.69927446,156,109.0868158
2292,26.168,1.7216,0.5965,1.7216,0.6946656,156,108.3678336
2293,26.1785,1.7795,0.5629,1.7795,0.77781945,156,121.3398342
2294,26.1885,1.7758,0.5651,1.7758,0.77229542,156,120.4780855
