Depth (cm),Age (kyr BP),Density (g/cc),Fractional porosity,Density (g/cc).1,Dry bulk density,sedimentation rate,MAR(mg/cm²/yr)
1141,18.1645,1.7025,0.6076,1.7025,0.668061,214.62,143.3792518
1142,18.1685,1.6919,0.6138,1.6919,0.65341178,214.62,140.2352362
1143,18.1725,1.6898,0.6149,1.6898,0.65074198,214.62,139.6622437
1144,18.1765,1.6653,0.6292,1.6653,0.61749324,214.62,132.5263992
1145,18.1805,1.6742,0.624,1.6742,0.6294992,214.62,135.1031183
1146,18.1845,1.6874,0.6164,1.6874,0.64728664,214.62,138.9206587
1147,18.1885,1.6856,0.6174,1.6856,0.64491056,214.62,138.4107044
1148,18.1925,1.6795,0.6209,1.6795,0.63669845,214.62,136.6482213
1149,18.1965,1.7027,0.6075,1.7027,0.66830975,214.62,143.4326385
1150,18.2015,1.6733,0.6245,1.6733,0.62832415,214.62,134.8509291
1151,18.206,1.6897,0.615,1.6897,0.6505345,214.62,139.6177144
1152,18.2105,1.7288,0.5923,1.7288,0.70483176,214.62,151.2709923
1153,18.2155,1.6544,0.6355,1.6544,0.6030288,214.62,129.4220411
1154,18.22,1.6103,0.6611,1.6103,0.54573067,214.62,117.1247164
1155,18.225,1.6411,0.6432,1.6411,0.58554448,214.62,125.6695563
1156,18.229,1.6439,0.6416,1.6439,0.58917376,214.62,126.4484724
1157,18.234,1.6617,0.6312,1.6617,0.61283496,214.62,131.5266391
1158,18.238,1.6804,0.6204,1.6804,0.63787984,214.62,136.9017713
1159,18.2415,1.6687,0.6272,1.6687,0.62209136,214.62,133.5132477
1160,18.245,1.6636,0.6302,1.6636,0.61519928,214.62,132.0340695
1161,18.2485,1.6992,0.6095,1.6992,0.6635376,214.62,142.4084397
1162,18.252,1.6721,0.6252,1.6721,0.62670308,214.62,134.503015
1163,18.2555,1.6765,0.6227,1.6765,0.63254345,214.62,135.7564752
1164,18.259,1.6842,0.6182,1.6842,0.64302756,214.62,138.0065749
1165,18.2625,1.6575,0.6337,1.6575,0.60714225,214.62,130.3048697
1166,18.266,1.5782,0.6797,1.5782,0.50549746,214.62,108.4898649
1167,18.27,1.638,0.645,1.638,0.58149,214.62,124.7993838
1168,18.2745,1.6913,0.6141,1.6913,0.65267267,214.62,140.0766084
1169,18.2785,1.7119,0.6021,1.7119,0.68116501,214.62,146.1916344
1170,18.283,1.7348,0.5889,1.7348,0.71317628,214.62,153.0618932
1171,18.2875,1.7247,0.5947,1.7247,0.69902091,214.62,150.0238677
1172,18.2915,1.7158,0.5999,1.7158,0.68649158,214.62,147.3348229
1173,18.296,1.734,0.5893,1.734,0.7121538,214.62,152.8424486
1174,18.3005,1.7204,0.5972,1.7204,0.69297712,214.62,148.7267495
1175,18.305,1.7298,0.5917,1.7298,0.70627734,214.62,151.5812427
1176,18.3095,1.6855,0.6175,1.6855,0.64470375,214.62,138.3663188
1177,18.314,1.6865,0.6169,1.6865,0.64609815,214.62,138.665585
1178,18.318,1.6856,0.6174,1.6856,0.64491056,214.62,138.4107044
1179,18.3225,1.7065,0.6053,1.7065,0.67355555,214.62,144.5584921
1180,18.327,1.6788,0.6213,1.6788,0.63576156,214.62,136.447146
1181,18.331,1.6874,0.6163,1.6874,0.64745538,214.62,138.9568737
1182,18.3355,1.6808,0.6202,1.6808,0.63836784,214.62,137.0065058
1183,18.34,1.6851,0.6177,1.6851,0.64421373,214.62,138.2611507
1184,18.344,1.6425,0.6424,1.6425,0.587358,214.62,126.058774
1185,18.3485,1.6755,0.6233,1.6755,0.63116085,214.62,135.4597416
1186,18.3525,1.6196,0.6557,1.6196,0.55762828,214.62,119.6781815
1187,18.3575,1.7083,0.6043,1.7083,0.67597431,214.62,145.0776064
1188,18.3615,1.7407,0.5854,1.7407,0.72169422,214.62,154.8900135
1189,18.366,1.7226,0.5959,1.7226,0.69610266,214.62,149.3975529
1190,18.37,1.7307,0.5913,1.7307,0.70733709,214.62,151.8086863
1191,18.374,1.7381,0.587,1.7381,0.7178353,214.62,154.0618121
1192,18.3785,1.7155,0.6001,1.7155,0.68602845,214.62,147.2354259
1193,18.383,1.7008,0.6086,1.7008,0.66569312,214.62,142.8710574
1194,18.387,1.7145,0.6007,1.7145,0.68459985,214.62,146.9288198
1195,18.391,1.7265,0.5937,1.7265,0.70147695,214.62,150.550983
1196,18.395,1.7269,0.5934,1.7269,0.70215754,214.62,150.6970512
1197,18.3985,1.694,0.6125,1.694,0.656425,214.62,140.8819335
1198,18.4025,1.7181,0.5986,1.7181,0.68964534,214.62,148.0116829
1199,18.407,1.6909,0.6143,1.6909,0.65218013,214.62,139.9708995
1200,0,1.7065,0.6053,1.7065,0.67355555,214.62,144.5584921
1201,18.415,1.6829,0.619,1.6829,0.6411849,214.62,137.6111032
1202,18.42,1.6338,0.6474,1.6338,0.57607788,214.62,123.6378346
1203,18.4245,1.647,0.6398,1.647,0.5932494,214.62,127.3231862
1204,18.4295,1.6969,0.6108,1.6969,0.66043348,214.62,141.7422335
1205,18.4345,1.6885,0.6157,1.6885,0.64889055,214.62,139.2648898
1206,18.439,1.6754,0.6233,1.6754,0.63112318,214.62,135.4516569
1207,18.444,1.7019,0.6079,1.7019,0.66731499,214.62,143.2191432
1208,18.449,1.6552,0.635,1.6552,0.604148,214.62,129.6622438
1210,18.459,1.6242,0.653,1.6242,0.5635974,214.62,120.959274
1211,18.4635,1.6952,0.6118,1.6952,0.65807664,214.62,141.2364085
1212,18.4685,1.7275,0.5931,1.7275,0.70291975,214.62,150.8606367
1213,18.4735,1.7036,0.607,1.7036,0.6695148,214.62,143.6912664
1214,18.478,1.6771,0.6223,1.6771,0.63344067,214.62,135.9490366
1215,18.483,1.6199,0.6555,1.6199,0.55805555,214.62,119.7698821
1216,18.488,1.6445,0.6412,1.6445,0.5900466,214.62,126.6358013
1217,18.4925,1.662,0.6311,1.662,0.6131118,214.62,131.5860545
1218,18.4975,1.6686,0.6273,1.6686,0.62188722,214.62,133.4694352
1219,18.502,1.6691,0.627,1.6691,0.6225743,214.62,133.6168963
1220,18.507,1.6533,0.6361,1.6533,0.60163587,214.62,129.1230904
1221,18.512,1.6614,0.6315,1.6614,0.6122259,214.62,131.3959227
1222,18.5165,1.6681,0.6276,1.6681,0.62120044,214.62,133.3220384
1223,18.522,1.6769,0.6225,1.6769,0.63302975,214.62,135.8608449
1224,18.5265,1.6646,0.6296,1.6646,0.61656784,214.62,132.3277898
1225,18.5315,1.6852,0.6176,1.6852,0.64442048,214.62,138.3055234
1226,18.536,1.6842,0.6182,1.6842,0.64302756,214.62,138.0065749
1227,18.541,1.6854,0.6175,1.6854,0.6446655,214.62,138.3581096
1228,18.546,1.6954,0.6117,1.6954,0.65832382,214.62,141.2894582
1229,18.551,1.7095,0.6035,1.7095,0.67781675,214.62,145.4730309
1230,18.556,1.6979,0.6103,1.6979,0.66167163,214.62,142.0079652
1231,18.561,1.6772,0.6223,1.6772,0.63347844,214.62,135.9571428
1232,18.566,1.6857,0.6173,1.6857,0.64511739,214.62,138.4550942
1233,18.571,1.6865,0.6169,1.6865,0.64609815,214.62,138.665585
1234,18.576,1.6804,0.6204,1.6804,0.63787984,214.62,136.9017713
1235,18.581,1.6823,0.6193,1.6823,0.64045161,214.62,137.4537245
1236,18.586,1.6719,0.6253,1.6719,0.62646093,214.62,134.4510448
1237,18.5925,1.6897,0.615,1.6897,0.6505345,214.62,139.6177144
1238,18.598,1.6933,0.6129,1.6933,0.65547643,214.62,140.6783514
1239,18.604,1.6647,0.6295,1.6647,0.61677135,214.62,132.3714671
1240,18.6105,1.6808,0.6202,1.6808,0.63836784,214.62,137.0065058
1241,18.616,1.6879,0.616,1.6879,0.6481536,214.62,139.1067256
1242,18.622,1.6991,0.6096,1.6991,0.66332864,214.62,142.3635927
1243,18.6285,1.674,0.6242,1.674,0.6290892,214.62,135.0151241
1244,18.6345,1.6957,0.6115,1.6957,0.65877945,214.62,141.3872456
1245,18.6405,1.6764,0.6227,1.6764,0.63250572,214.62,135.7483776
1246,18.646,1.6858,0.6173,1.6858,0.64515566,214.62,138.4633077
1247,18.6525,1.6887,0.6156,1.6887,0.64913628,214.62,139.3176284
1248,18.6585,1.7097,0.6034,1.7097,0.67806702,214.62,145.5267438
1249,18.665,1.6927,0.6133,1.6927,0.65456709,214.62,140.4831889
1250,18.6705,1.6852,0.6176,1.6852,0.64442048,214.62,138.3055234
1251,18.6765,1.6885,0.6157,1.6885,0.64889055,214.62,139.2648898
1252,18.683,1.6824,0.6192,1.6824,0.64065792,214.62,137.4980028
1253,18.689,1.6801,0.6206,1.6801,0.63742994,214.62,136.8052137
1254,18.6945,1.6998,0.6092,1.6998,0.66428184,214.62,142.5681685
1255,18.7005,1.6937,0.6127,1.6937,0.65597001,214.62,140.7842835
1256,18.7065,1.6975,0.6105,1.6975,0.66117625,214.62,141.9016468
1257,18.712,1.6943,0.6124,1.6943,0.65671068,214.62,140.9432461
1258,18.718,1.6868,0.6167,1.6868,0.64655044,214.62,138.7626554
1259,18.724,1.6897,0.615,1.6897,0.6505345,214.62,139.6177144
1260,18.7295,1.7006,0.6087,1.7006,0.66544478,214.62,142.8177587
1261,18.7355,1.7042,0.6066,1.7042,0.67043228,214.62,143.8881759
1262,18.741,1.7077,0.6046,1.7077,0.67522458,214.62,144.9166994
1263,18.746,1.7116,0.6023,1.7116,0.68070332,214.62,146.0925465
1264,18.751,1.7119,0.6021,1.7119,0.68116501,214.62,146.1916344
1265,18.756,1.7072,0.6049,1.7072,0.67451472,214.62,144.7643492
1266,18.7605,1.7031,0.6072,1.7031,0.66897768,214.62,143.5759897
1267,18.7655,1.7135,0.6012,1.7135,0.6833438,214.62,146.6592464
1268,18.7705,1.7034,0.6071,1.7034,0.66926586,214.62,143.6378389
1269,18.775,1.6933,0.6129,1.6933,0.65547643,214.62,140.6783514
1270,18.7805,1.7106,0.6029,1.7106,0.67927926,214.62,145.7869148
1271,18.7855,1.7148,0.6005,1.7148,0.6850626,214.62,147.0281352
1272,18.792,1.7071,0.6049,1.7071,0.67447521,214.62,144.7558696
1273,18.798,1.7,0.609,1.7,0.6647,214.62,142.657914
1274,18.805,1.685,0.6177,1.685,0.6441755,214.62,138.2529458
1275,18.811,1.6807,0.6203,1.6807,0.63816179,214.62,136.9622834
1276,18.8175,1.6766,0.6226,1.6766,0.63274884,214.62,135.800556
1277,18.824,1.6739,0.6242,1.6739,0.62905162,214.62,135.0070587
1278,18.83,1.7031,0.6072,1.7031,0.66897768,214.62,143.5759897
1279,18.837,1.6783,0.6216,1.6783,0.63506872,161.76,102.7287161
1280,18.843,1.6723,0.6251,1.6723,0.62694527,161.76,101.4146669
1281,18.849,1.6798,0.6208,1.6798,0.63698016,161.76,103.0379107
1282,18.855,1.6983,0.61,1.6983,0.662337,161.76,107.1396331
1283,18.8605,1.6888,0.6155,1.6888,0.6493436,161.76,105.0378207
1284,18.8665,1.6803,0.6205,1.6803,0.63767385,161.76,103.150122
1285,18.872,1.7133,0.6013,1.7133,0.68309271,161.76,110.4970768
1286,18.8785,1.715,0.6003,1.715,0.6854855,161.76,110.8841345
1287,18.8845,1.6945,0.6122,1.6945,0.6571271,161.76,106.2968797
1288,18.89,1.7019,0.608,1.7019,0.6671448,161.76,107.9173428
1289,18.8985,1.6853,0.6176,1.6853,0.64445872,161.76,104.2476425
1290,18.9065,1.7137,0.6011,1.7137,0.68359493,161.76,110.5783159
1291,18.915,1.7096,0.6035,1.7096,0.6778564,161.76,109.6500513
1292,18.9235,1.7269,0.5934,1.7269,0.70215754,161.76,113.5810037
1293,18.9315,1.6643,0.6298,1.6643,0.61612386,161.76,99.66419559
1294,18.9405,1.6493,0.6384,1.6493,0.59638688,161.76,96.47154171
1295,18.949,1.6762,0.6229,1.6762,0.63209502,161.76,102.2476904
1296,18.9575,1.685,0.6178,1.685,0.644007,161.76,104.1745723
1297,18.966,1.7226,0.5959,1.7226,0.69610266,161.76,112.6015663
1298,18.975,1.6824,0.6193,1.6824,0.64048968,161.76,103.6056106
1299,18.984,1.6724,0.6251,1.6724,0.62698276,161.76,101.4207313
1300,18.993,1.6983,0.61,1.6983,0.662337,161.76,107.1396331
1301,19.0025,1.6541,0.6357,1.6541,0.60258863,161.76,97.47473679
1302,19.0115,1.6766,0.6226,1.6766,0.63274884,161.76,102.3534524
1303,19.0205,1.6877,0.6162,1.6877,0.64773926,161.76,104.7783027
1304,19.03,1.6883,0.6158,1.6883,0.64864486,161.76,104.9247926
1305,19.039,1.678,0.6218,1.678,0.6346196,161.76,102.6560665
1306,19.047,1.684,0.6183,1.684,0.6427828,161.76,103.9765457
1307,19.055,1.7134,0.6013,1.7134,0.68313258,161.76,110.5035261
1308,19.063,1.7092,0.6037,1.7092,0.67735596,161.76,109.5691001
1309,19.071,1.679,0.6212,1.679,0.6360052,161.76,102.8802012
1310,19.079,1.6306,0.6493,1.6306,0.57185142,161.76,92.5026857
1311,19.087,1.6097,0.6614,1.6097,0.54504442,161.76,88.16638538
1312,19.095,1.672,0.6253,1.672,0.6264984,161.76,101.3423812
1313,19.1025,1.7022,0.6078,1.7022,0.66760284,161.76,107.9914354
1314,19.1105,1.6981,0.6102,1.6981,0.66191938,161.76,107.0720789
1315,19.119,1.6805,0.6204,1.6805,0.6379178,161.76,103.1895833
1316,19.1275,1.685,0.6178,1.685,0.644007,161.76,104.1745723
1317,19.1355,1.6853,0.6176,1.6853,0.64445872,161.76,104.2476425
1318,19.144,1.6351,0.6467,1.6351,0.57768083,161.76,93.44565106
1319,19.152,1.6662,0.6287,1.6662,0.61866006,161.76,100.0744513
1320,19.1605,1.6852,0.6176,1.6852,0.64442048,161.76,104.2414568
1321,19.1685,1.7083,0.6042,1.7083,0.67614514,161.76,109.3732378
1322,19.177,1.6966,0.611,1.6966,0.6599774,161.76,106.7579442
1323,19.1845,1.6394,0.6442,1.6394,0.58329852,161.76,94.3543686
1324,19.1915,1.6662,0.6286,1.6662,0.61882668,161.76,100.1014038
1325,19.1985,1.6707,0.6261,1.6707,0.62467473,161.76,101.0473843
1326,19.2055,1.6194,0.6558,1.6194,0.55739748,161.76,90.16461636
1327,19.212,1.608,0.6624,1.608,0.5428608,161.76,87.81316301
1328,19.219,1.6388,0.6446,1.6388,0.58242952,161.76,94.21379916
1329,19.226,1.6785,0.6215,1.6785,0.63531225,161.76,102.7681096
1330,19.2325,1.7037,0.6069,1.7037,0.66972447,161.76,108.3346303
1331,19.2395,1.6388,0.6445,1.6388,0.5825934,161.76,94.24030838
1332,19.2455,1.6537,0.6359,1.6537,0.60211217,161.76,97.39766462
1333,19.252,1.6341,0.6473,1.6341,0.57634707,161.76,93.22990204
1334,19.2575,1.6686,0.6273,1.6686,0.62188722,161.76,100.5964767
1335,19.264,1.6784,0.6216,1.6784,0.63510656,161.76,102.7348371
1336,19.27,1.6636,0.6301,1.6636,0.61536564,161.76,99.54154593
1337,19.276,1.6757,0.6232,1.6757,0.63140376,161.76,102.1358722
1338,19.282,1.6938,0.6126,1.6938,0.65617812,161.76,106.1433727
1339,19.288,1.6788,0.6213,1.6788,0.63576156,161.76,102.8407899
1340,19.294,1.6401,0.6438,1.6401,0.58420362,161.76,94.50077757
1341,19.3,1.6752,0.6234,1.6752,0.63088032,161.76,102.0512006
1342,19.3065,1.6931,0.6131,1.6931,0.65506039,161.76,105.9625687
1343,19.3125,1.702,0.6079,1.702,0.6673542,161.76,107.9512154
1344,19.3185,1.6819,0.6195,1.6819,0.63996295,161.76,103.5204068
1345,19.325,1.6756,0.6232,1.6756,0.63136608,161.76,102.1297771
1346,19.3305,1.6923,0.6135,1.6923,0.65407395,161.76,105.8030022
1347,19.337,1.6824,0.6193,1.6824,0.64048968,161.76,103.6056106
1348,19.343,1.6799,0.6207,1.6799,0.63718607,161.76,103.0712187
1349,19.349,1.6755,0.6233,1.6755,0.63116085,161.76,102.0965791
1350,19.3545,1.604,0.6647,1.604,0.5378212,161.76,86.99795731
1351,19.3595,1.597,0.6688,1.597,0.5289264,161.76,85.55913446
1352,19.3655,1.6685,0.6273,1.6685,0.62184995,161.76,100.5904479
1353,19.371,1.6217,0.6544,1.6217,0.56045952,161.76,90.65993196
1354,19.3765,1.6078,0.6626,1.6078,0.54247172,161.76,87.75022543
1355,19.382,1.5902,0.6727,1.5902,0.52047246,161.76,84.19162513
1356,19.388,1.6077,0.6626,1.6077,0.54243798,161.76,87.74476764
1357,19.3935,1.6084,0.6622,1.6084,0.54331752,161.76,87.88704204
1358,19.398,1.6268,0.6515,1.6268,0.5669398,161.76,91.70818205
1359,19.4025,1.5952,0.6698,1.5952,0.52673504,161.76,85.20466007
1362,19.4165,1.5921,0.6716,1.5921,0.52284564,161.76,84.57551073
1363,19.421,1.5858,0.6753,1.5858,0.51490926,161.76,83.2917219
1364,19.4255,1.6001,0.667,1.6001,0.5328333,161.76,86.19111461
1365,19.4305,1.6097,0.6614,1.6097,0.54504442,161.76,88.16638538
1366,19.4355,1.5948,0.67,1.5948,0.526284,161.76,85.13169984
1367,19.44,1.6665,0.6285,1.6665,0.61910475,161.76,100.1463844
1368,19.445,1.6095,0.6615,1.6095,0.54481575,161.76,88.12939572
1369,19.45,1.5459,0.6984,1.5459,0.46624344,161.76,75.41953885
1370,19.455,1.6295,0.6499,1.6295,0.57048795,161.76,92.28213079
1371,19.46,1.6494,0.6384,1.6494,0.59642304,161.76,96.47739095
1372,19.465,1.6451,0.6409,1.6451,0.59075541,161.76,95.56059512
1373,19.4695,1.6082,0.6623,1.6082,0.54308914,161.76,87.85009929
1374,19.475,1.6473,0.6396,1.6473,0.59368692,161.76,96.03479618
1375,19.4795,1.6812,0.6199,1.6812,0.63902412,161.76,103.3685417
1376,19.4845,1.659,0.6328,1.659,0.6091848,161.76,98.54173325
1377,19.4895,1.6271,0.6513,1.6271,0.56736977,161.76,91.777734
1378,19.494,1.6826,0.6192,1.6826,0.64073408,161.76,103.6451448
1379,19.4995,1.6538,0.6358,1.6538,0.60231396,161.76,97.43030617
1380,19.5045,1.6327,0.6481,1.6327,0.57454713,161.76,92.93874375
1381,19.509,1.6193,0.6559,1.6193,0.55720113,161.76,90.13285479
1382,19.514,1.6793,0.6211,1.6793,0.63628677,161.76,102.9257479
1383,19.519,1.6549,0.6352,1.6549,0.60370752,161.76,97.65572844
1384,19.5235,1.6658,0.6289,1.6658,0.61817838,161.76,99.99653475
1385,19.5285,1.6426,0.6424,1.6426,0.58739376,161.76,95.01681462
1386,19.533,1.626,0.652,1.626,0.565848,161.76,91.53157248
1387,19.5375,1.6243,0.653,1.6243,0.5636321,161.76,91.1731285
1388,19.543,1.6451,0.6409,1.6451,0.59075541,161.76,95.56059512
1389,19.5475,1.6669,0.6283,1.6669,0.61958673,161.76,100.2243494
1390,19.552,1.6468,0.6399,1.6468,0.59301268,161.76,95.92573112
1391,19.557,1.6431,0.642,1.6431,0.5882298,161.76,95.15205245
1392,19.562,1.6159,0.6579,1.6159,0.55279939,161.76,89.42082933
1393,19.5675,1.6377,0.6452,1.6377,0.58105596,161.76,93.99161209
1394,19.5725,1.6436,0.6417,1.6436,0.58890188,161.76,95.26076811
1395,19.578,1.677,0.6224,1.677,0.6332352,161.76,102.432126
1396,19.583,1.6858,0.6173,1.6858,0.64515566,161.76,104.3603796
1397,19.5885,1.669,0.627,1.669,0.622537,161.76,100.7015851
1398,19.5935,1.6867,0.6168,1.6867,0.64634344,161.76,104.5525149
1399,19.5985,1.6731,0.6246,1.6731,0.62808174,161.76,101.5985023
1400,19.604,1.6487,0.6388,1.6487,0.59551044,161.76,96.32976877
1401,19.609,1.6542,0.6356,1.6542,0.60279048,161.76,97.50738804
1402,19.6135,1.6568,0.6341,1.6568,0.60622312,161.76,98.06265189
1403,19.6185,1.6416,0.6429,1.6416,0.58621536,161.76,94.82619663
1404,19.6235,1.6427,0.6423,1.6427,0.58759379,161.76,95.04917147
1405,19.6285,1.652,0.6369,1.652,0.5998412,161.76,97.03031251
1406,19.6335,1.6413,0.6431,1.6413,0.58577997,161.76,94.75576795
1407,19.638,1.6527,0.6365,1.6527,0.60075645,161.76,97.17836335
1408,19.643,1.6321,0.6484,1.6321,0.57384636,161.76,92.82538719
1409,19.6475,1.5658,0.6869,1.5658,0.49025198,161.76,79.30316028
1410,19.6525,1.5684,0.6854,1.5684,0.49341864,161.76,79.81539921
1411,19.6575,1.5958,0.6695,1.5958,0.5274119,161.76,85.31414894
1412,19.662,1.5723,0.6831,1.5723,0.49826187,161.76,80.59884009
1413,19.667,1.6129,0.6595,1.6129,0.54919245,161.76,88.83737071
1414,19.6715,1.6732,0.6246,1.6732,0.62811928,161.76,101.6045747
1415,19.676,1.669,0.6271,1.669,0.6223701,161.76,100.6745874
1416,19.681,1.6224,0.654,1.6224,0.5613504,161.76,90.8040407
1417,19.6855,1.5688,0.6851,1.5688,0.49401512,161.76,79.91188581
1418,19.6905,1.6506,0.6377,1.6506,0.59801238,161.76,96.73448259
1419,19.6955,1.6646,0.6296,1.6646,0.61656784,161.76,99.7360138
1420,19.7,1.6665,0.6285,1.6665,0.61910475,161.76,100.1463844
1421,19.705,1.6986,0.6099,1.6986,0.66262386,161.76,107.1860356
1422,19.7105,1.6962,0.6112,1.6962,0.65948256,161.76,106.6778989
1423,19.7155,1.6993,0.6094,1.6993,0.66374658,161.76,107.3676468
1424,19.72,1.6801,0.6206,1.6801,0.63742994,161.76,103.1106671
1425,19.725,1.6755,0.6233,1.6755,0.63116085,161.76,102.0965791
1426,19.73,1.6851,0.6177,1.6851,0.64421373,161.76,104.208013
1427,19.734,1.6878,0.6161,1.6878,0.64794642,161.76,104.8118129
1428,19.739,1.7037,0.6069,1.7037,0.66972447,161.76,108.3346303
1429,19.743,1.6892,0.6153,1.6892,0.64983524,161.76,105.1173484
1430,19.747,1.7012,0.6083,1.7012,0.66636004,161.76,107.7904001
1431,19.752,1.6849,0.6178,1.6849,0.64396878,161.76,104.1683899
1432,19.756,1.7094,0.6036,1.7094,0.67760616,161.76,109.6095724
1433,19.761,1.6971,0.6107,1.6971,0.66068103,161.76,106.8717634
1434,19.765,1.7081,0.6043,1.7081,0.67589517,161.76,109.3328027
1435,19.771,1.6951,0.6119,1.6951,0.65786831,161.76,106.4167778
1436,19.777,1.6845,0.618,1.6845,0.643479,161.76,104.089163
1437,19.7825,1.7042,0.6066,1.7042,0.67043228,161.76,108.4491256
1438,19.7885,1.7006,0.6087,1.7006,0.66544478,161.76,107.6423476
1439,19.7945,1.7149,0.6004,1.7149,0.68527404,161.76,110.8499287
1440,19.8005,1.6815,0.6198,1.6815,0.6393063,161.76,103.4141871
1441,19.8065,1.6678,0.6277,1.6678,0.62092194,161.76,100.440333
1442,19.812,1.6739,0.6242,1.6739,0.62905162,161.76,101.7553901
1443,19.818,1.6618,0.6312,1.6618,0.61287184,161.76,99.13814884
1444,19.824,1.6486,0.6389,1.6486,0.59530946,161.76,96.29725825
1445,19.8295,1.65,0.6381,1.65,0.597135,161.76,96.5925576
1446,19.8345,1.6399,0.6439,1.6399,0.58396839,161.76,94.46272677
1447,19.84,1.6619,0.6311,1.6619,0.61307491,161.76,99.17099744
1448,19.846,1.6621,0.631,1.6621,0.6133149,161.76,99.20981822
1449,19.8515,1.6408,0.6434,1.6408,0.58510928,161.76,94.64727713
1450,19.8565,1.6371,0.6455,1.6371,0.58035195,161.76,93.87773143
1451,19.8625,1.6686,0.6272,1.6686,0.62205408,161.76,100.623468
1452,19.8675,1.6587,0.633,1.6587,0.6087429,161.76,98.4702515
1453,19.8725,1.6749,0.6236,1.6749,0.63043236,161.76,101.9787386
1454,19.8775,1.6672,0.6281,1.6672,0.62003168,161.76,100.2963246
1455,19.8825,1.6671,0.6281,1.6671,0.61999449,161.76,100.2903087
1456,19.8875,1.6019,0.6659,1.6019,0.53519479,161.76,86.57310923
1457,19.892,1.6188,0.6561,1.6188,0.55670532,161.76,90.05265256
1458,19.8975,1.5871,0.6745,1.5871,0.51660105,161.76,83.56538585
1459,19.9025,1.6487,0.6388,1.6487,0.59551044,161.76,96.32976877
1460,19.907,1.6308,0.6492,1.6308,0.57208464,161.76,92.54041137
1461,19.9125,1.583,0.6769,1.583,0.5114673,161.76,82.73495045
1462,19.918,1.6092,0.6617,1.6092,0.54439236,161.76,88.06090815
1463,19.923,1.6319,0.6485,1.6319,0.57361285,161.76,92.78761462
1464,19.9285,1.6757,0.6231,1.6757,0.63157133,161.76,102.1629783
1465,19.934,1.6561,0.6345,1.6561,0.60530455,161.76,97.91406401
1466,19.9395,1.6636,0.6302,1.6636,0.61519928,161.76,99.51463553
1467,19.9445,1.6319,0.6485,1.6319,0.57361285,161.76,92.78761462
1468,19.95,1.5746,0.6818,1.5746,0.50103772,161.76,81.04786159
1469,19.9555,1.5731,0.6826,1.5731,0.49930194,161.76,80.76708181
1470,19.9605,1.5519,0.6949,1.5519,0.47348469,161.76,76.59088345
1471,19.965,1.5572,0.6919,1.5572,0.47977332,161.76,77.60813224
1472,19.97,1.5587,0.691,1.5587,0.4816383,161.76,77.90981141
1473,19.975,1.5554,0.6929,1.5554,0.47766334,161.76,77.26682188
1474,19.98,1.6179,0.6567,1.6179,0.55542507,161.76,89.84555932
1475,19.985,1.6812,0.6199,1.6812,0.63902412,161.76,103.3685417
1476,19.99,1.663,0.6305,1.663,0.6144785,161.76,99.39804216
1477,19.9945,1.7229,0.5957,1.7229,0.69656847,161.76,112.6769157
1478,20,1.7298,0.5918,1.7298,0.70610436,161.76,114.2194413
1479,20.0055,1.687,0.6166,1.687,0.6467958,161.76,104.6256886
1480,20.0115,1.6729,0.6248,1.6729,0.62767208,161.76,101.5322357
1481,20.0165,1.6068,0.6631,1.6068,0.54133092,161.76,87.56568962
1482,20.022,1.6494,0.6384,1.6494,0.59642304,161.76,96.47739095
1483,20.0275,1.6172,0.6571,1.6172,0.55453788,161.76,89.70204747
1484,20.033,1.614,0.6589,1.614,0.5505354,161.76,89.0546063
1485,20.0385,1.6784,0.6216,1.6784,0.63510656,161.76,102.7348371
1486,20.044,1.7117,0.6023,1.7117,0.68074309,161.76,110.1170022
1487,20.0505,1.685,0.6177,1.685,0.6441755,161.76,104.2018289
1488,20.057,1.7047,0.6063,1.7047,0.67114039,161.76,108.5636695
1489,20.0625,1.7063,0.6054,1.7063,0.67330598,161.76,108.9139753
1490,20.069,1.7068,0.6051,1.7068,0.67401532,161.76,109.0287182
1491,20.0755,1.7092,0.6037,1.7092,0.67735596,161.76,109.5691001
1492,20.082,1.7028,0.6074,1.7028,0.66851928,161.76,108.1396787
1493,20.088,1.6868,0.6167,1.6868,0.64655044,161.76,104.5859992
1494,20.0945,1.7065,0.6053,1.7065,0.67355555,161.76,108.9543458
1495,20.1005,1.7166,0.5994,1.7166,0.68766996,161.76,111.2374927
1496,20.1065,1.6827,0.6191,1.6827,0.64094043,161.76,103.678524
1497,20.1125,1.6898,0.615,1.6898,0.650573,161.76,105.2366885
1498,20.1185,1.6286,0.6505,1.6286,0.5691957,161.76,92.07309643
1499,20.1245,1.6541,0.6356,1.6541,0.60275404,161.76,97.50149351
1500,20.1305,1.7418,0.5848,1.7418,0.72319536,161.76,116.9840814
1501,20.1365,1.7083,0.6043,1.7083,0.67597431,161.76,109.3456044
1502,20.1425,1.7141,0.6009,1.7141,0.68409731,161.76,110.6595809
1503,20.1485,1.7078,0.6045,1.7078,0.6754349,161.76,109.2583494
1504,20.155,1.6192,0.6559,1.6192,0.55716672,161.76,90.12728863
1505,20.1605,1.6717,0.6255,1.6717,0.62605165,161.76,101.2701149
1506,20.1665,1.632,0.6485,1.632,0.573648,161.76,92.79330048
1507,20.1725,1.6257,0.6522,1.6257,0.56541846,161.76,91.46209009
1508,20.1785,1.5937,0.6707,1.5937,0.52480541,161.76,84.89252312
